index,URL,Company,Location,Department,Position Type,Salary,Description,Job Title
98,https://www.seek.com.au/job/71667151?type=standout&ref=search-standalone,Queensland Rail,Brisbane QLD,Analysts (Consulting & Strategy)Government - State (Government & Defence),Contract/Temp,,"Company description:Queensland Rail's purpose is to provide a customer-focused, safe, reliable, on-time, value for money rail service that benefits the community, supports industry and is integrated with the public transport system. The organisation's vision is connecting communities through a modern, world-class rail service.We encourage a safe, innovative, and inclusive environment where you can deliver quality service while expanding your career and achieving your professional goals.  If you thrive in an environment where motivation, teamwork, and forward thinking are paramount, then a career with Queensland Rail could be the right step for you!Job description:About the roleAs Queensland Rail looks towards the future, we are focused on putting customers at the centre of everything we do. We are currently seeking a Senior Customer Research and Insights Analyst (AS6) (official title: Senior Customer Experience Analyst) to join our Customer Insights and Strategy team. Our Customer Insights and Strategy team utilises customer research and operational data to develop insights to inform business improvements, provide strategic advice and measure the customer experience on our network.We are looking for a data analytics expert who is comfortable working across multiple data sets (e.g. operational, customer experience, feedback, social media) to delve deeply into drivers of customer satisfaction and the root cause of any customer pain points across the end to end customer journey.  This is a fixed-term, full time opportunity (until 30/6/2024 - with possibility to go perm) based in Brisbane CBD.  The starting base salary is $113,638 (pro-rata) plus 12.75% superannuation. For a full list of responsibilities and key selection criteria please click here to access the position description. Why join our team? •    Gain exposure working with a large, diversified organisation such as Queensland Rail.•    Acquire experience of customer behaviour research and customer metric development, management, and reporting. •    Your role can have a big impact on Queensland's rail transport system and our customer's daily lives. About You:•    Ability to bring multiple operational and customer data sets (including customer commentary) together to identify insights that will inform operations, strategy, and project planning. •    Demonstrate ability to identify opportunities to improve the customer experience and identify customer pain points. •    Excellent communication skills with the ability to build positive working relationships with ease.•    Strong expertise in analytical programs, such as Excel, Power BI, or Tableau (preferred).•    Confident working independently and within a collaborative team.•    Strong reporting skills using Microsoft tools and systems data/customer management systems (e.g. Qualtrics). Lifestyle & Work Benefits at Queensland Rail: •    Four weeks annual leave (pro-rata), as well as other leaves and flexible working opportunities to help balance between work and personal commitments.•    Free travel to-and-from work, as well as access to discounted and/or free rail travel for off-duty travel on the City or long-distance travel networks.•    Access to QR's competitive Employee Benefits + 1 Team Values, Diverse and Inclusive working environment.•    Employee Assistance Program providing employees with holistic and contemporary health and wellbeing programs.•    Professional and leadership development opportunities and ongoing support to develop your experience and skills.•    Access to Fitness Passport - a discounted workplace health and fitness program giving you and your family unparalleled access to a wide range of gyms and pools throughout the state.  •    We pride ourselves on our Safety Culture, we ‘work safe' so that everyone goes ‘home safe'. Sounds good?  Click the ""Apply"" button to submit your resume and cover letter by the deadline: 11:59 PM (AEST) on Tuesday, 5th December.  Please do not email your application. We can only accept applications received via our website.The recruitment and selection process for this position might require shortlisted applicants to provide references and/or complete pre-employment tests, health assessments, and background checks (which may include criminal history and credit checks).  External applicants applying for roles within Queensland Rail will be subject to Alcohol and Other Drugs pre-employment testing.Queensland Rail embraces and is committed to creating a diverse and inclusive workplace.  We encourage women, Aboriginal and Torres Strait Islander people, people with disability, people from non-English speaking backgrounds, and members of other diverse groups to apply.  We have built the foundation for diversity in the areas of gender balance, First Nations Peoples, Youth, Disability and Multiculturalism. We continue to establish and integrate key programs such as QRWomen, Graduate and Apprentice Programs, Work and Welcome, Returned to Work processes, Employee Assistance Program, as well as Queensland Rail First Nations and LGBTIQ+ Staff Reference Groups.To learn more about this opportunity please contact Judy with your specific enquiry to [email protected].",Graduate  - Digital
99,https://www.seek.com.au/job/71309067?type=standout&ref=search-standalone,Suncorp,Brisbane QLD,Product Management & Development (Information & Communication Technology),Full time,Competitive Salary + WFH + Bonus,"Permanent full-time position
Flexible working locations of Sydney or Brisbane
Help us make data come to life

We’re never just satisfied with how things are – because we know how things could be. And it’s our expert Technology team who forge ahead every day to make those ‘what ifs’ a reality.
Welcome to a place where you can chase real progress and drive real change. And that includes your own career. Being a part of Technology at Suncorp Group means being switched on, endlessly curious and always adaptable. In return, you’ll be supported to bring your own ideas to the table and challenge conventions – with the aim of making life a little brighter, simpler, and better for our customers and each other.
As the Bank Platform Manager, your role will be to foster collaboration within Bank Data Services and across various Technology & Business functions, teams, and stakeholders. This collaboration aims to improve the overall health of assets, ensure day-to-day operational excellence, assist in monitoring and maintaining the performance of Core Platforms, and establish control and ownership of all Core Data Platform applications owned by the Bank.
 
What you’ll do

Understand the Suncorp Group strategy and drivers in the business areas they support
Build strong, trusted relationships across Operations & Performance Improvement, Partners, Procurement & Vendor Management, and other Technology & Business domains
Manage and lead communications on Core Data Governance, Operations & Maintenance processes impacting Bank and shared operations processes across Technology e.g., Infrastructure, Security
Lead clear and timely core data monitoring practices through tooling like CloudWatch, Grafana, Prometheus, Splunk, and infrastructure automation tooling like Terraform, CloudFormation, Ansible, Packer
Take ownership and accountability of Bank Core Data Platform assets and applications with a vision to maintain and risk manage each within the required SLAs, inclusive of criticality assessment, system health reviews, and vulnerability best practice
Own, support, and maintain performance management for Tableau, Cognos, Power BI (Business Intelligence) and OSX
Prepare operational budgets, track, forecast, and report on spend across DET's budget, including Cloud, License, ITO Run, and operational budgets

 
What you’ll bring

Demonstrated clear ownership and accountability for all areas of Bank Core Data Platforms
Understanding of run operation governance processes, ITIL practices, Vendor & Procurement Management, Risk & Governance Management, and financial operations
Drive regular operation and optimisation conversations & executions
Demonstrated technology knowledge for bank data services applications and assets
Ability to provide expert advice to key stakeholders, influencing and negotiating as required, backed up with sound logic and data
Strong communication skills – ability to take the lead to influence and drive a strategic view, while explaining information coherently and confidently at all levels
Advanced analytical skills - ability to develop solutions and courses of action by using an information base to identify key issues, compare with other data, and determine cause-effect relationships

 
What we can offer

A range of flexible working and leave options, including 20 weeks paid parental leave, 4 weeks paid secondary carer parental leave and unlimited paid emergency response leave
Discounts and offers on a range of retail favourite stores as well as banking and insurance products
Give back to our communities with payroll giving, donation matching and paid volunteer leave
Invest in your brighter future with ongoing study support and career development programs; and
Prioritise your work/life balance with our robust employee assistance program and dedicated employee council

Employee benefits | Suncorp Group",Senior Customer Research and Insights Analyst
100,https://www.seek.com.au/job/71560540?type=standout&ref=search-standalone,JELD-WEN,"Stapylton, Gold Coast QLD",Business/Systems Analysts (Information & Communication Technology),Full time,,"Join a long-standing and highly supportive teamCustomer service experience & a “CAN DO” attitudeWant job security with a leading brand with 70+ years of experience?JELD-WEN (NYSE:JELD), founded in 1960, is one of the world’s largest door and window manufacturers, with more than 20,000 employees operating in 24 countries globally. Within the Australasia region, JELD- WEN has over 70+ facilities, and employs over 4,000 staff. JELD-WEN is the name behind iconic Australian brands – Stegbar, Regency, Corinthian, Aneeta, Trend, A&L and Breezway. Our vision is to inspire our customers through leading brands, great service, innovative new products and solutions leveraging the full JELD-WEN portfolio, while significantly enhancing our ease of doing business built on operational excellence.The Opportunity JELD-WEN IT is looking for someone who thrives on challenges, has a passion for IT and willingness to learn to support and administer a range of leading-edge business systems. Reporting to the Applications Lead, we are after someone with exceptional customer service skills, excellent problem-solving abilities, interpersonal skills, and a team player.Key Responsibilities Managing/administering Benchmark/myEHS environmentBuilding new dashboards and reports to present dataDelivering a high level of IT support to all business usersInvestigating and resolving problems with applicationsAbility to identify and propose better ways of working with our applicationsCommunicating with users, the IT team and vendors as appropriateEnsure data accuracy, consistency, and reliability across integrated systems.About YouQualifications in Tableau as Data Analyst (Essential)Experienced in reporting and dashboard creation (Essential)Excellent User and Support document writingExposure to EHS systems and policiesExposure to ERP systemsAbility to communicate with users from all parts of the businessGeneral understanding of IT environmentsExcellent written and verbal communication skillsExperience with EDI and SQL (Highly Desirable)What's On OfferFabulous team environmentHybrid Work Policy with 2 days WFHBirthday leaveOngoing training and career developmentA competitive remuneration packageGenerous discounts on our extensive range of JELD-WEN productsOn-site parkingAbility to schedule leave every year at ChristmasYour Next StepsIf you are ready for your next challenge in a supportive and fast-paced environment, apply now. JELD-WEN builds businesses ethically and safely. Eligible applications must have legal rights to work in Australia and undertake pre-employment checks.Agencies will only be engaged if required. Please do not contact us or send applicants to us unless requested by the Talent Acquisition Team.#LI-DNI",Bank Platform Manager - Core Data
101,https://www.seek.com.au/job/71324468?type=standout&ref=search-standalone,FlameStop Australia,"Loganholme, Brisbane QLD",Business/Systems Analysts (Information & Communication Technology),Full time,,"With over 30 years of experience, FlameStop Australia is the largest manufacturer and wholesaler of fire protection products to companies in the fire protection industry. With fourteen distribution centres located throughout Australia and New Zealand, FlameStop continues to provide an expansive range of quality products, fast turnaround on delivery of orders contributing to optimal customer satisfaction. We continually test and improve our products so they are the best in the industry.We are currently seeking an experienced CRM and Data Specialist to join our growing team in Loganholme. The successful candidate will play a key role in expanding and optimising our current HubSpot CRM processes and reporting functionality.  The successful candidate will be responsible for identifying, designing, and implementing CRM-related processes within HubSpot, facilitating automation, and conducting training for the relevant sales team. This role is reporting directly to our General Manager. About the role: Identify, design, and implement efficient CRM processes to streamline data management and enhance user experience.Identify and implement customisation and configuration of existing CRM systems.Conduct training sessions to ensure employees are proficient in using our CRM system.Facilitate the automation of repetitive tasks to improve operational efficiency and reduce manual effort.Collaborate with various departments to gather data requirements and perform data extraction.Monitor CRM system performance and security, implementing updates and enhancements as necessary.Support business development initiatives through data analysis and insights.Working with cross-functional teams to gather data requirements for new projects or initiatives. Creating and running reports for different departments and business development projects.About you: 3+ years of experience working with Hubspot/ similar CRM systemsWorking knowledge of CRM implementation, processes, workflows, and best practices.Excellent project management and organisational skills.Strong communication and interpersonal skills to work effectively with cross-functional teams.Problem-solving mindset with a focus on delivering practical solutionsAbility to multitask and manage priorities in a fast-paced environmentBachelor's degree in Computer Science, Information Systems, Business, or a related field is a bonus but not necessary. How to Apply:Interested in becoming an integral part of this ever-growing business?  We’d love to hear from you!  Please APPLY NOW and attach a copy of your latest resume.Stop looking and start your career with FlameStop!Please note only those candidates successfully shortlisted will be contacted.",Data Analyst - Tableau
102,https://www.seek.com.au/job/71466915?type=standard&ref=search-standalone,Profusion PAC Pty Ltd,Brisbane QLD,Developers/Programmers (Information & Communication Technology),Contract/Temp,$1100 -1200 pd + GST min 12-36mths contract,"Company OverviewProfusion is delighted to be working with a well renowned, market leading, finance client who is looking for an experienced Senior Quantitative Developer with excellent finance experience.  Role OverviewThis role will see a highly quantitative individual with demonstrated programming experience work collaboratively in a team of high performing, extremely analytical developers and other investment experts.The successful candidate will be a key innovator in developing new models, uplifting existing ones, as well as automating manual processes.  The best candidate will be analytical, curious and self-motivated with a keen eye for detail, and an analytical mind. They are a natural collaborator, an excellent communicator, open to feedback and eager to work side-by-side with other high performing investment specialists.  Experience and skills  Sound Finance / Investments / Trading experience Outstanding experience developing solutions in the Python programming language with deep and thorough understanding of common libraries Agile experience  Excellent stakeholder and communications skills   What’s on OfferIf you are looking for a long term contract with a real leader where you will have the opportunity to be a part of an integral technology team, then look no further. (Please note: This role is 90% remote and will require the successful candidate to self fund their own travel to Melbourne for 2 days in the office each month)Apply to Dave Marshall ([email protected]) via the link today.",CRM and Data Specialist
103,https://www.seek.com.au/job/71818311?type=standout&ref=search-standalone,Griffith University,"Nathan, Brisbane QLD",Business/Systems Analysts (Information & Communication Technology),Contract/Temp,"$85,287 - $90,972 per annum + 17% super","Company Description

Every institution values excellence. What matters most is why.Griffith was created to be a different type of university. You’ll find we’re about leading research, academic excellence, and the transformative power of education. But what sets us apart is why those things matter and how you’ll achieve them.Why? Griffith brings together exceptional minds like yours from across the globe and from all walks of life. Here, we do incredible work, questioning and challenging, always in the pursuit of excellence.

Job Description

Student Credentials works collaboratively with the Academic Groups to develop and maintain a strategically-aligned, market-informed and quality assured portfolio of programs and courses.  This team of professional staff are committed to best practice, innovation and continuous improvement, and is responsible for maintaining and publishing the University's academic program information for use across multiple University systems including Degree Finder and Programs & Courses. Job Description Responsible for the configuration of program rules (degree and academic plans) including the ability to interpret existing rules and program structures and apply developed design principles from the current Student System to the Curriculum Management System.Assure quality of the data configuration and provide advice to stakeholders on data configuration requirements.Undertake testing and troubleshoot to resolve issues identified in transferring and configuring the data in the Curriculum Management System.About youStrong student systems knowledge and/or experience in working with curriculum management systems in the tertiary education sector.Tertiary qualifications in a relevant field with subsequent relevant experience, or an equivalent combination of relevant knowledge, skills and experience.Client-focused, data-driven and committed to continuous improvement of delivery capability, methods, and tools.A critical thinker that possesses the ability to gather and apply information, consider implications, and consider other points of view.Demonstrated interpersonal and communication skills. What we can offerWe have three, eight month, fixed-term, full-time positions based at our Griffith Nathan campus. As Griffith is a multi-campus university you may be required to work across other campus locations. The full time equivalent base salary will be HEW level 6 range $85,287- $90,972 per annum + 17% superannuation. The total FTE package will be in the range $99,786 - $106,437 per annum.



Additional Information

Why join Griffith? As a values-led organisation, at Griffith University, we've worked hard to create a dynamic and strong organisational culture. We support the professional and personal development of all our employees and invest in the skills of our people. We offer: Flexible working options and a supportive work environment. Salary packaging options and corporate health discounts. Generous leave entitlements including paid parental leave and leave loading. Support with future learning opportunities through our educational staff assistance scheme. Griffith University values diversity, inclusion and flexibility and we encourage Aboriginal and Torres Strait Islander, and people of all backgrounds to apply. For more information please visit our Equity, Diversity and Inclusion page. How to apply Please submit your application online and ensure your application includes the following: A covering statement outlining your suitability for the role referring to the About you section and the position descriptionCurrent curriculum vitae, including name and contact details. Applicants must have unrestricted work rights for the duration of this contract. Successful candidates may be subject to a criminal history check. For further information about this role, please contact Ms Karlie Kerr, Coordinator, Programs and Courses Coordinator, [email protected]For application support, please contact People Services on 07 3735 4011 quoting REF4090K Closing date: Please note this advertisement will stay open until the positions have been filled. All applications will be reviewed as they are received and must be submitted online.",Senior Quantitative Developer
104,https://www.seek.com.au/job/71641152?type=standout&ref=search-standalone,Energy Queensland Group,Brisbane QLD,Management (Construction)Government - State (Government & Defence),Full time,$118k+ (9-day) or $133k+ (10-day) + 12.75%,"Shape the future of energy as a Network Data Officer at Energy Queensland. Join our team for career growth, safety, inclusion, and work-life balance in either Cairns, Townsville, Mackay, Rockhampton, Toowoomba, or Newstead.There is no better time for you to work in the Energy sector, than now.Even if you haven’t heard of Energy Queensland you might know our operational brands - Energex, Ergon Energy Network, Ergon Energy Retail and Yurika. As a group, we are growing rapidly and as part of the Queensland Energy and Jobs Plan (QEJP), actively helping to build the Super Grid and support the 70% renewable energy target by 2032. About the role(s):The Network Data team within the Engineering division has opportunities for Network Data Officers to be located across several of our major office locations across Cairns, Townsville, Mackay, Rockhampton, Toowoomba, and Newstead. We are inviting applications from suitably qualified personnel. We have 1 x Permanent PP3 and 4 x Secondment / Fixed term roles in the Zone Substations team within the Network Data Department. Reporting to Zone Substations Data Manager, the Zone Substation Network Data Officers are responsible for maintaining and improving the quality and alignment of Zone Substations data across Ergon Energy and Energex networks. You will interface with Energy Queensland’s Geographical Information Systems (GIS), Asset Management systems and other corporate databases as appropriate, including network asset planning and maintenance data and associated schematics.The position has been evaluated as Para-Professional Grade Three (PP3). The remuneration for your new role is from $118,011 plus 12.75% super for a 9-day fortnight and from $133,353 plus 12.75% super for a 10-day fortnight. The level of payment will be subject to an assessment of the successful applicant’s knowledge, skills and competencies that are required in this position. Conditions of employment are in accordance with the Energy Queensland Union Collective Agreement 2020.Why choose to work for us?  It’s an exciting time to join us and to be involved in the energy sector, so consider us for your next career move, where you will experience.Our people are critical to our success, and at Energy Queensland you will experience:

Secure employment backed by a strong collective agreement, with yearly EBA increases.
Strong 12.75% superannuation and the ability to earn more with salary sacrifice co- contributions.
Opportunities for skills and career advancement with access to ongoing training and leadership programs and capacity to build and grow your skills.
Healthy work life balance on a 9-day fortnight roster, more time for you.
A chance to give back with a paid employee volunteering program allowing our employees to support communities across QLD.
Support and guidance with access to 24/7 Employee Assistance Program and a mentoring program for professional support and guidance.
A Safety-First culture, the safety of our people, customers & communities is a core priority.
Reward and recognition with an internal reward and recognition program that includes an annual celebration of excellence.
Diversity and Inclusion where all employees can contribute towards multiple diversity and inclusion initiatives across our business.
Grow professionally with full access to LinkedIn Learning
Need wheels? Salary sacrifice options available for novated leases for personal use.

About you:You'll need a minimum of an Advanced Diploma of Engineering (Electrical or relevant discipline). In addition to your educational qualification, a diploma in GIS or knowledge of zone substations data structures and standards is desirable. You'll work with others to achieve project goals and accurately update lines data. Your diligence and attention to detail are crucial to ensure that all information is up-to-date and complies with regulations and standards. You possess excellent communication skills and will be a vital team member in collaborating, building relationships, and motivating others to perform.About us:Energy Queensland is the group of electricity distribution, retail, and energy services businesses 100% owned by the state of Queensland. We deliver electricity across Queensland through our ‘poles and wires’ businesses Energex and Ergon Energy Network. Our retailer, Ergon Energy Retail sells this electricity to customers throughout regional Queensland. And these essential service activities are supported by a range of innovative products and services delivered through our Yurika brand.How to Apply:If you have any questions or need assistance during the application process, please contact Brad Gisler, 0402 451 580.For more information about this role, click the “Position Description” link. Applications will close at 5pm, Thursday 7th December 2023. We value the differences individuals contribute to our workforce and encourage a diverse range of applicants to apply. Click here to view more information on diversity and inclusion at Energy Queensland.",Functional Analyst
105,https://www.seek.com.au/job/71564931?type=standout&ref=search-standalone,Energy Queensland Group,Brisbane QLD,Networks & Systems Administration (Information & Communication Technology)Government - State (Government & Defence),Full time,$106k+ (9-day) or $123k+ (10-day) + 12.75% super,"Shape the future of energy as a Network Data Officer at Energy Queensland. Join our team for career growth, safety, inclusion, and work-life balance in either Cairns, Townsville, Mackay, Rockhampton, Toowoomba, or Newstead.There is no better time for you to work in the Energy sector, than now.Even if you haven’t heard of Energy Queensland you might know our operational brands - Energex, Ergon Energy Network, Ergon Energy Retail and Yurika. As a group, we are growing rapidly and as part of the Queensland Energy and Jobs Plan (QEJP), actively helping to build the Super Grid and support the 70% renewable energy target by 2032. About the role:
The Network Data team within the Engineering division has opportunities for Network Data Officers to be located across several of our major office locations across Cairns, Townsville, Mackay, Rockhampton, Toowoomba and Newstead. We are inviting applications from suitably qualified personnel. We have 1 x Permanent PP2 and 13 x Secondment / Fixed term roles across three teams. Reporting to either the Data Help Manager, Lines Data Managers, the Network Data Officers are responsible for maintaining and improving the quality and alignment of Lines data across Ergon Energy and Energex networks. You will interface with Energy Queensland’s Geographical Information Systems (GIS), Asset Management systems and other corporate databases as appropriate, including network asset planning and maintenance data and associated schematics.The position has been evaluated as Para-professional Grade Two (PP2). The remuneration for your new role is from $106,970 plus 12.75% super for a 9-day fortnight and from $123,550 plus 12.75% super for a 10-day fortnight. The level of payment will be subject to an assessment of the successful applicant’s knowledge, skills and competencies that are required in this position. Conditions of employment are in accordance with the Energy Queensland Union Collective Agreement 2020. 
Why choose to work for us?  It’s an exciting time to join us and to be involved in the energy sector, so consider us for your next career move, where you will experience.Our people are critical to our success, and at Energy Queensland you will experience:

Secure employment backed by a strong collective agreement, with yearly EBA increases.
Strong 12.75% superannuation and the ability to earn more with salary sacrifice co- contributions.
Opportunities for skills and career advancement with access to ongoing training and leadership programs and capacity to build and grow your skills.
Healthy work life balance on a 9-day fortnight roster, more time for you.
A chance to give back with a paid employee volunteering program allowing our employees to support communities across QLD.
Support and guidance with access to 24/7 Employee Assistance Program and a mentoring program for professional support and guidance.
A Safety-First culture, the safety of our people, customers & communities is a core priority.
Reward and recognition with an internal reward and recognition program that includes an annual celebration of excellence.
Diversity and Inclusion where all employees can contribute towards multiple diversity and inclusion initiatives across our business.
Grow professionally with full access to LinkedIn Learning
Need wheels? Salary sacrifice options available for novated leases for personal use.

About you:You'll need a minimum of an Advanced Diploma of Engineering (Electrical or relevant discipline). In addition to your educational qualification, a diploma in GIS or knowledge of data structures, validation, integrity, and standards is also desirable. You'll work with others to achieve project goals and accurately update lines data. Your diligence and attention to detail are crucial to ensure that all information is up-to-date and complies with regulations and standards. You possess excellent communication skills and will be a vital team member in collaborating, building relationships, and motivating others to perform. 
About us:Energy Queensland is the group of electricity distribution, retail, and energy services businesses 100% owned by the state of Queensland. We deliver electricity across Queensland through our ‘poles and wires’ businesses Energex and Ergon Energy Network. Our retailer, Ergon Energy Retail sells this electricity to customers throughout regional Queensland. And these essential service activities are supported by a range of innovative products and services delivered through our Yurika brand.How to Apply:If you have any questions or need assistance during the application process, please contact Troy Robinson, 0459 829 032.  For more information about this role, click the “Position Description” link on our website, click ""Apply"" to be redirected.
Applications will close at 5pm, Thursday 7th December 2023. We value the differences individuals contribute to our workforce and encourage a diverse range of applicants to apply. Click here to view more information on diversity and inclusion at Energy Queensland.",Network Data Officer Zone Substations
106,https://www.seek.com.au/job/71723310?type=standout&ref=search-standalone,NES Fircroft,Brisbane QLD,"Oil & Gas - Exploration & Geoscience (Mining, Resources & Energy)",Full time,"AUD 140000 - 148000 per annum, Plus super and STI","Geomatics Systems Specialist – Strategy and New Business & Development – ICT Applications Support  NES Fircroft have partnered with a respected and leading oil & gas exploration and production business based in Queensland who currently have a newly created position in their geospatial specialist team for a Geomatics Systems Specialist. The position will be joining a dedicated team, on a permanent basis, based in Brisbane CBD.Responsibilities:The main purpose of the role is to act as a consultant within a team of Geospatial Specialists in providing geospatial data management, integration and software engineering services as well as managing a wealth of geospatial and aspatial data, applications, workflows and projects.Provide support and development of the spatial platform through development, maintenance, and administering the Enterprise GIS, and ensuring improvement opportunities and best system implementation practice is followed and documented.Ensure GIS software maintenance, integrations, cloud base database upgrades and workspaces are fit-for-purpose, regularly updated and maintained to achieve optimal outcomes for the Geomatics team and the business. Ensure access profile provisioning, lifecycle management and system maintenance is supported through close engagement and guidence with the ICT Applications Support.Develop more efficient and suitable data visualisation, access and transfer through provision of new or improved tools, automation, and system integrations, and via routine maintenance and processes to improve quality and usability of spatial data.Drive and implement new and novel technology, data delivery systems, data integrations and unique services in line with the Geomatics Strategy.Provide expert advice to Geomatics colleagues, partners and customers for geospatial, data integrations, application development, automations, data mining or geospatial data management practices.Qualifications:Qualifications: University degree [OR] First degree [OR] Other Professional QualificationGeneral experience: Up to 10 yearsWorking knowledge and experience with ESRI suite of GIS software at version latest minus 2 at a minimum.Experience building and managing an Enterprise GIS environment with ESRI GIS products (server, desktop and web) and GeocortexWorking knowledge of ArcGIS Server and ArcGIS Portal.High level skills and experience in using FME and FME Server.Python language-based scripting skills. Experience in automating ETL Processes (ESRI Modelbuilder, Python, FME, SQL Server)Knowledge of key software for development and programming desireable.Desireable:CSG or Unconventional or project delivery experience.Experience in data analysis, visualisation and modelling techniques using analytics and BI tools (e.g. Power BI)Understanding of the concepts and principles of geospatial data design and management.Why Join Our Client:Career growth opportunities.Competitive compensation and benefits.Commitment to safety and sustainability.To apply, submit your resume and cover letter to [email protected]. We value diversity and an inclusive work environment. Join us in making a difference in the Oil & Gas industry.With over 90 years' combined experience, NES Fircroft (NES) is proud to be the world's leading engineering staffing provider spanning the Oil & Gas, Power & Renewables, Chemicals, Construction & Infrastructure, Life Sciences, Mining and Manufacturing sectors worldwide. With more than 80 offices in 45 countries, we are able to provide our clients with the engineering and technical expertise they need, wherever and whenever it is needed. We offer contractors far more than a traditional recruitment service, supporting with everything from securing visas and work permits, to providing market-leading benefits packages and accommodation, ensuring they are safely and compliantly able to support our clients.",Network Data Officer
107,https://www.seek.com.au/job/71746264?type=standard&ref=search-standalone,Michael Page,Brisbane QLD,Developers/Programmers (Information & Communication Technology),Contract/Temp,$800 - $900 p.d. + Plus Superannuation,"Leading Government AgencyNewly created role in the Data teamClient DetailsMichael Page is partnering with a large government department seeking a Tableau Developer to develop a CRM system. You will be a part of a team and a key contributor to building the data flows, data-sets and dashboard visualisations.DescriptionTo succeed in this positionYou will work with the team to capture functional and technical requirements to design the overall Tableau Customer Relationship Management solution.Define, design, and build Tableau data flows, data-sets, recipes, lenses, and dashboard visualisations.Provide meaningful insights and interpretation of data with actionable recommendations.Assist with data mapping.Drive commonality and reuse.Document technical data, ETL, and Integration Architecture Design for input to the CRMA development team andDisplay initiative and self-motivation, deliver high-quality results and meet all expectations for the internal team and our platform users.  ProfileYou have a solid understanding of the following technologies in an application development role, preferably having previously worked with a government agency.Hands-on experience in Tableau.Experience in designing and building data flows, data sets and visualisations using Tableau.Experience with handling functional and technical requirements with internal stakeholders.Ability to document technical data.Should be an Australian Citizen and able to obtain a minimum baseline clearance.Also, you are required to submit a short statement of suitability highlighting the experience in the role description above.Job OfferWork with a Government agency on a newly implemented CRM solution12 months contract with a high Likelihood of a contract extensionAttractive daily rate plus superannuationTo apply online, please click the 'Apply' button below. For a confidential discussion about this role, please contact Nav Sharma on +61 431 983 011",Geomatics Systems Specialist
108,https://www.seek.com.au/job/71723948?type=standout&ref=search-standalone,Australian Signals Directorate,Brisbane QLD,Government - Federal (Government & Defence),Full time,"Salary Package: $77,847 - $133,322 (plus Super)","The RoleDo you want to use your cultural and language expertise to help protect Australia’s interests and play a role in Australia’s response to strategic threats? Would you like to combine your Mandarin language expertise with other skills in a multidisciplinary role?The work we do is unique, critical and incredibly rewarding. ASD linguists benefit from extensive ongoing training and development opportunities and flexible and supportive work environments. Regardless of the role, we want people who are able to work within a team environment and use their curiosity, resilience and creativity to solve problems involved in out-thinking and out-imagining some of the most testing adversaries.In return you can expect extensive training and ongoing support to further develop your language skills to meet the changing demands of ASD activities.ASD linguists make a difference. As a member of a diverse team:you will support the Australian Government by providing signals intelligence to keep Australia secure;you will have opportunities to take a leadership role within ASD's language cohort, including providing mentorship and undertaking quality control of the work of more junior linguists; andyou can mix your Mandarin language skills with a capacity to write concise and well researched reports, learn new skills to become a Signals Intelligence Analyst, or combine your language skills with other technical skills such as data analysis. Your Mandarin language skills will be tested as part of this recruitment activity. Candidates with existing Australian Government or some NAATI language qualifications may be exempt.As this is a specialist language recruitment activity, language qualifications and test results will contribute to the assessment of your ASD level. About our TeamASD is entering an exciting phase of growth, innovation and transformation. Our agency has committed to delivering REDSPICE, which is the most significant single investment in the Australian Signals Directorate’s 75 years ASD offers flexible work practices, excellent training, mentoring and development opportunities as well as a competitive salary and benefits packages.Our Ideal CandidateWe are seeking candidates with different backgrounds and skills who;are innovative, team orientated and has a passion for learning and developing their skillsare able to produce high quality translations into Englishuse their curiosity, resilience and creativity to solve problems Application Closing Date: Sunday 21 January 2023 For further information please review the job information pack, reference ASD/10529/23 on https://www.asd.gov.au/careers.",Tableau Developer
